city,native_code,native_desc,theme,severity_tier
NYC,99B,Other general,other_administrative,T3
LA,F002,"COMMUNICABLE DISEASE; REPORTING, RESTRICTIONS & EXCLUSIONS",hygiene_handwashing,T2
LA,F003,"NO DISCHARGE FROM EYES, NOSE, AND MOUTH",hygiene_handwashing,T3
LA,F004,"PROPER EATING, DRINKING, OR TOBACCO USE",hygiene_handwashing,T3
LA,F005,HANDS CLEAN AND PROPERLY WASHED; GLOVES USED PROPERLY,hygiene_handwashing,T2
LA,F006,ADEQUATE HANDWASHING FACILITIES SUPPLIED & ACCESSIBLE,hygiene_handwashing,T3
LA,F007,PROPER HOT AND COLD HOLDING TEMPERATURES,temperature_control,T2
LA,F008,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,temperature_control,T2
LA,F009,PROPER COOLING METHODS,temperature_control,T2
LA,F011,PROPER REHEATING PROCEDURES FOR HOT HOLDING,temperature_control,T2
LA,F012,RETURNED AND RESERVICE FOOD,cross_contamination_protection,T3
LA,F013,"FOOD IN GOOD CONDITION, SAFE AND UNADULTERATED",approved_source_food_safety,T2
LA,F014,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,food_contact_surface,T2
LA,F015,FOOD OBTAINED FROM APPROVED SOURCE,approved_source_food_safety,T2
LA,F016,"COMPLIANCE WITH SHELF STOCK TAGS, CONDITION, DISPLAYED",approved_source_food_safety,T2
LA,F017,COMPLIANCE WITH GULF OYSTER REGULATIONS,approved_source_food_safety,T3
LA,F020,LICENSED HEALTH CARE FACILITIES/PUBLIC & PRIVATE SCHOOLS; PROHIBITED FOODS NOT OFFERED,approved_source_food_safety,T2
LA,F021,WATER AVAILABLE,plumbing_sewage_water,T1
LA,F022,SEWAGE AND WASTEWATER PROPERLY DISPOSED,plumbing_sewage_water,T1
LA,F023,"NO RODENTS, INSECTS, BIRDS, OR ANIMALS",pest_vermin,T1
LA,F024,PERSON IN CHARGE PRESENT AND PERFORMS DUTIES,management_certification,T3
LA,F025,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,hygiene_handwashing,T3
LA,F026,"APPROVED THAWING METHODS USED, FROZEN FOOD MAINTAINED FROZEN",temperature_control,T3
LA,F027,FOOD SEPARATED AND PROTECTED,cross_contamination_protection,T3
LA,F028,FRUITS AND VEGETABLES WASHED AS REQUIRED,cross_contamination_protection,T3
LA,F029,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, USED",cross_contamination_protection,T3
LA,F030,FOOD PROPERLY STORED; FOOD STORAGE CONTAINERS IDENTIFIED,approved_source_food_safety,T3
LA,F031,CONSUMER SELF SERVICE FACILITIES PROPERLY CONSTRUCTED AND MAINTAINED,cross_contamination_protection,T3
LA,F032,FOOD PROPERLY LABELED & HONESTLY PRESENTED,approved_source_food_safety,T3
LA,F033,NONFOOD-CONTACT SURFACES CLEAN AND IN GOOD REPAIR,equipment_nonfood_surface,T3
LA,F034,"WAREWASHING FACILITIES: ADEQUATE, MAINTAINED, PROPERLY USE, TEST STRIPS AVAILABLE",food_contact_surface,T3
LA,F035,"EQUIPMENT/UTENSILS - APPROVED; INSTALLED; CLEAN; GOOD REPAIR, CAPACITY",equipment_nonfood_surface,T3
LA,F036,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",equipment_nonfood_surface,T3
LA,F037,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",equipment_nonfood_surface,T3
LA,F038,THERMOMETERS PROVIDED AND ACCURATE,temperature_control,T3
LA,F039,WIPING CLOTHS: PROPERLY USED AND STORED,equipment_nonfood_surface,T3
LA,F040,"PLUMBING: PLUMBING IN GOOD REPAIR, PROPER BACKFLOW DEVICES",plumbing_sewage_water,T3
LA,F041,GARBAGE AND REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,equipment_nonfood_surface,T3
LA,F042,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",equipment_nonfood_surface,T3
LA,F043,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,pest_vermin,T3
LA,F044,"FLOORS, WALLS AND CEILINGS: PROPERLY BUILT, MAINTAINED IN GOOD REPAIR AND CLEAN",equipment_nonfood_surface,T3
LA,F045,SLEEPING QUARTERS,other_administrative,T3
LA,F046,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,management_certification,T3
LA,F047,PLAN REVIEW REQUIRED FOR NEW OR REMODEL CONSTRUCTION,management_certification,T3
LA,F048,PERMITS AVAILABLE,management_certification,T3
LA,F049,IMPOUNDMENT OF UNSANITARY EQUIPMENT OR FOOD,other_administrative,T3
LA,F050,PERMIT SUSPENSION,management_certification,T3
LA,F051,SAMPLES COLLECTED,other_administrative,T3
LA,F052,FOOD SAFETY CERTIFICATION,management_certification,T3
LA,F053,HOT WATER AVAILABLE,plumbing_sewage_water,T2
LA,F054,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,other_administrative,T2
LA,F055,DEMONSTRATION OF KNOWLEDGE,management_certification,T3
LA,F056,PROPER COOKING TIME & TEMPERATURES,temperature_control,T2
LA,F057,"COMPLIANCE WITH VARIANCE, SPECIALIZED PROCESS, & HACCP PLAN",approved_source_food_safety,T2
LA,F058,CONSUMER ADVISORY PROVIDED FOR RAW OR UNDERCOOKED FOODS,cross_contamination_protection,T3
LA,F101,DEMONSTRATION OF KNOWLEDGE,management_certification,T3
LA,F102,FOOD SAFETY CERTIFICATION,management_certification,T3
LA,F104,"NO DISCHARGE FROM EYES, NOSE, AND MOUTH",hygiene_handwashing,T2
LA,F105,"PROPER EATING, DRINKING, OR TOBACCO USE",hygiene_handwashing,T3
LA,F106,HANDS CLEAN AND PROPERLY WASHED; PROPER GLOVE USE,hygiene_handwashing,T2
LA,F107,ADEQUATE HANDWASHING FACILITIES; SUPPLIED & ACCESSIBLE,hygiene_handwashing,T3
LA,F108,PROPER HOT AND COLD HOLDING TEMPERATURES,temperature_control,T2
LA,F109,TIME AS A PUBLIC HEALTH CONTROL; PROCEDURES & RECORDS,temperature_control,T2
LA,F110,PROPER COOLING METHODS,temperature_control,T2
LA,F111,PROPER COOKING TIME & TEMPERATURES,temperature_control,T2
LA,F112,PROPER REHEATING PROCEDURES FOR HOT HOLDING,temperature_control,T2
LA,F113,RETURNED AND RE-SERVICE OF FOOD,other_administrative,T3
LA,F114,"FOOD IN GOOD CONDITION, SAFE AND UNADULTERATED",approved_source_food_safety,T2
LA,F115,FOOD CONTACT SURFACES: CLEAN AND SANITIZED,food_contact_surface,T2
LA,F116,FOOD OBTAINED FROM APPROVED SOURCE,approved_source_food_safety,T2
LA,F117,"COMPLIANCE WITH SHELLSTOCK TAGS, CONDITION, DISPLAY",other_administrative,T2
LA,F118,COMPLIANCE WITH GULF OYSTER REGULATIONS,approved_source_food_safety,T2
LA,F119,"COMPLIANCE WITH VARIANCE, SPECIALIZED PROCESSES & HACCP",approved_source_food_safety,T2
LA,F120,CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD,cross_contamination_protection,T3
LA,F122,HOT AND COLD WATER AVAILABLE,plumbing_sewage_water,T2
LA,F123,SEWAGE AND WASTEWATER PROPERLY DISPOSED,plumbing_sewage_water,T1
LA,F124,"NO INSECTS, RODENTS, BIRDS OR ANIMALS PRESENT",pest_vermin,T1
LA,F125,PERSON IN CHARGE PRESENT AND PERFORMS DUTIES,management_certification,T3
LA,F126,PERSONAL CLEANLINESS AND HAIR RESTRAINTS,hygiene_handwashing,T3
LA,F127,"APPROVED THAWING METHODS USED, FROZEN FOOD",temperature_control,T3
LA,F128,FOOD SEPARATED AND PROTECTED,cross_contamination_protection,T3
LA,F129,WASHING FRUITS AND VEGETABLES,other_administrative,T3
LA,F130,"TOXIC SUBSTANCES PROPERLY IDENTIFIED, STORED, AND USED",cross_contamination_protection,T3
LA,F131,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,other_administrative,T3
LA,F132,CONSUMER SELF-SERVICE,other_administrative,T3
LA,F133,FOOD PROPERLY LABELED & HONESTLY PRESENTED,approved_source_food_safety,T3
LA,F134,NON-FOOD CONTACT SURFACES CLEAN,food_contact_surface,T2
LA,F135,"WAREWASHING FACILITIES: INSTALLED, MAINTAINED; USED; TEST EQUIPMENT",food_contact_surface,T3
LA,F136,EQUIPMENT/UTENSILS APPROVED: INSTALLED; GOOD REPAIR; CAPACITY,equipment_nonfood_surface,T3
LA,F137,"EQUIPMENT, UTENSILS AND LINENS: STORAGE AND USE",equipment_nonfood_surface,T3
LA,F138,"ADEQUATE VENTILATION AND LIGHTING; DESIGNATED AREAS, USE",equipment_nonfood_surface,T3
LA,F139,THERMOMETERS PROVIDED AND ACCURATE,temperature_control,T3
LA,F140,WIPING CLOTHS: PROPERLY USED AND STORED,equipment_nonfood_surface,T3
LA,F141,"PLUMBING: FIXTURES, BACKFLOW DEVICE, DRAINAGE",plumbing_sewage_water,T3
LA,F142,GARBAGE AND REFUSE PROPERLY DISPOSED; FACILITIES MAINTAINED,equipment_nonfood_surface,T3
LA,F143,"TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, CLEANED",equipment_nonfood_surface,T3
LA,F144,PREMISES; PERSONAL/CLEANING ITEMS; VERMIN-PROOFING,pest_vermin,T3
LA,F145,"FLOORS, WALLS AND CEILINGS PROPERLY BUILT, MAINTAINED AND CLEAN",equipment_nonfood_surface,T3
LA,F146,NO UNAPPROVED SLEEPING QUARTERS,other_administrative,T3
LA,F147,SIGNS POSTED; LAST INSPECTION REPORT AVAILABLE,management_certification,T3
LA,F148,PERMITS AVAILABLE,management_certification,T3
LA,F149,PLAN REVIEW,management_certification,T3
LA,F150,NOTIFICATION OF INTENT TO SUSPEND,other_administrative,T3
LA,F151,IMPOUNDMENT/VOLUNTARY CONDEMN AND DISPOSE (VC&D)/SAMPLING,other_administrative,T3
LA,F152,"PERMIT SUSPENDED, REVOKED, MODIFIED, OR CLOSED FOR NO PERMIT",other_administrative,T3
LA,F153,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,other_administrative,T2
LA,FM56,MULTIPLE MAJOR CRITICAL VIOLATIONS / INCREASED RISK TO PUBLIC HEALTH,other_administrative,T2
LA,MP08,PROPER HOT AND COLD HOLDING TEMPERATURES,temperature_control,T3
LA,MP31,FOOD STORAGE; FOOD STORAGE CONTAINERS IDENTIFIED,other_administrative,T3
LA,MP34,NON-FOOD CONTACT SURFACES CLEAN,food_contact_surface,T3
LA,MP36,"EQUIPMENT AND UTENSILS APPROVED; INSTALLED; GOOD REPAIR, APPROPRIATE CAPACITY",other_administrative,T3
LA,MP44,PREMISES; PERSONAL / CLEANING ITEMS; VERMIN PROOFING,equipment_nonfood_surface,T3
LA,MP45,"FLOORS, WALLS AND CEILINGS: BUILT, MAINTAINED, AND CLEAN",equipment_nonfood_surface,T3
LA,TF01,601.  NO HEALTH CODE VIOLATIONS OBSERVED AT THE TIME OF INSPECTION.,other_administrative,T3
LA,W005,FOOD ELEVATED,other_administrative,T3
LA,W016,BUILDING RODENT PROOF,pest_vermin,T3
LA,W017,HOT AND COLD WATER AVAILABLE,plumbing_sewage_water,T3
LA,W019,PLUMBING APPROVED AND MAINTAINED IN GOOD REPAIR.,plumbing_sewage_water,T3
LA,W026,CEILING MAINTAINED IN GOOD REPAIR,other_administrative,T3
LA,W029,TOILET MAINTAINED CLEAN / SANITARY,other_administrative,T3
LA,W034,TOILET ROOM WITH TOILET PAPER / SOAP / TOWELS / TRASH RECEPTACLE,other_administrative,T3
LA,W035,TOILET ROOM WELL VENTILATED,other_administrative,T3
LA,W038,HAND SINK AVAILABLE,other_administrative,T3
LA,W039,PROPER STORAGE OR USE OF HAZARDOUS MATERIALS,other_administrative,T3
LA,W044,GARBAGE / RUBBISH RECEPTACLES MAINTAINED CLEAN AND SANITARY,other_administrative,T3
LA,W048,PERMITS AVAILABLE,management_certification,T3
LA,W050,FOOD PROPERLY LABELED,approved_source_food_safety,T3
LA,W051,"WALLS, FLOORS, CEILINGS: APPROVED, MAINTAINED CLEAN AND IN GOOD REPAIR",other_administrative,T3
LA,W052,"EQUIPMENT, SHELVING, CABINETS: APPROVED, MAINTAINED CLEAN AND IN GOOD REPAIR",other_administrative,T3
